company,specific_origin,REF,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin,Blend
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,Single origin
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,Single origin
Domori,Morogoro,863,2012,70.0,Italy,3.5,,Tanzania,Single origin
Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,Single origin
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,Single origin
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,Single origin
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,Single origin
Domori,Teyuna,272,2008,70.0,Italy,3.0,,Colombia,Single origin
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,,Blend
Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,,Blend
Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,Single origin
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,Single origin
Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,Single origin
Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,Single origin
Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,Single origin
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,Single origin
Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,Single origin
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,Single origin
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,Single origin
Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,Single origin
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,Single origin
Dormouse,Non Pariel Estate,1880,2016,75.0,England,2.75,Trinitario,Grenada,Single origin
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,England,2.5,Trinitario,Venezuela,Single origin
Dormouse,"Colombia, Batch 9",1676,2015,80.0,England,2.75,"Criollo, Trinitario",Colombia,Single origin
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,England,2.75,"Criollo, Trinitario",Madagascar,Single origin
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,England,4.0,Criollo,Guatemala,Single origin
Duffy's,"Chuno, Xoco",1331,2014,70.0,England,3.5,Criollo,Nicaragua,Single origin
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,England,3.75,Criollo,Nicaragua,Single origin
Duffy's,Ocumare,923,2012,72.0,England,3.75,,Venezuela,Single origin
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,England,3.75,Criollo,Honduras,Single origin
Duffy's,Dominican Republic,661,2011,65.0,England,3.5,,Dominican Republic,Single origin
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,England,3.0,,Panama,Single origin
Duffy's,"Nicaliso, Xoco",697,2011,71.0,England,3.25,Criollo,Nicaragua,Single origin
Duffy's,Ocumare,765,2011,71.0,England,3.5,,Venezuela,Single origin
Duffy's,Panama,516,2010,70.0,England,3.5,,Panama,Single origin
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,England,3.75,,Ecuador,Single origin
Duffy's,Star of Ecuador,523,2010,70.0,England,2.5,,Ecuador,Single origin
Duffy's,Star of Peru,523,2010,70.0,England,3.75,,Peru,Single origin
Dulcinea,Dominican Republic,1506,2015,70.0,U.S.A.,3.25,,Dominican Republic,Single origin
Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,Single origin
Durci,"Maranon, Joya Rara",1626,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Single origin
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,Single origin
Durci,Taino Secret,1630,2015,70.0,U.S.A.,3.25,,Dominican Republic,Single origin
Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,Single origin
Durci,Corona Arriba,1630,2015,70.0,U.S.A.,4.0,,Ecuador,Single origin
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,,Peru,Single origin
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,Single origin
East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,,Dominican Republic,Single origin
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,,Colombia,Single origin
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,,Colombia,Single origin
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,Single origin
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,Single origin
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,,Bolivia,Single origin
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,,Bolivia,Single origin
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,,Venezuela,Single origin
El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,Single origin
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,Single origin
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,Single origin
El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,Single origin
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,Single origin
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,Single origin
Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,,St Lucia,Single origin
Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,,St Lucia,Single origin
Emily's,Patanemo,1450,2015,79.0,Japan,3.0,,Venezuela,Single origin
Emily's,Peru,1454,2015,78.0,Japan,3.5,Criollo,Peru,Single origin
ENNA,"Wampusirpi, batch 007",1916,2016,75.0,U.S.A.,3.25,,Honduras,Single origin
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,Forastero,"Sao Tome,Principe",Single origin
Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,Trinitario,Vietnam,Single origin
Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,Trinitario,Vietnam,Single origin
Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,Trinitario,Vietnam,Single origin
Escazu,Rio Caribe,903,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,Single origin
Escazu,Guapiles,414,2009,65.0,U.S.A.,2.0,,Costa Rica,Single origin
Escazu,Carenero Superior,423,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,Single origin
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,U.S.A.,2.75,,"Costa Rica,Venezuela",Blend
Escazu,Ocumare,252,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,Single origin
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,U.S.A.,2.5,,"Peru,Madagascar",Single origin
Ethel's Artisan (Mars),Trinidad,666,2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,Single origin
Ethel's Artisan (Mars),Porcelana,666,2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,Single origin
Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,U.S.A.,2.75,,,Single origin
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,U.S.A.,2.5,,"Venezuela,Trinidad",Single origin
Ethereal,Belize,1275,2014,80.0,U.S.A.,3.0,Trinitario,Belize,Single origin
Ethereal,Ecuador,1275,2014,80.0,U.S.A.,3.5,,Ecuador,Single origin
Ethereal,Dominican Republic,1275,2014,80.0,U.S.A.,3.75,,Dominican Republic,Single origin
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,U.S.A.,2.75,,Brazil,Single origin
Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,,Jamaica,Single origin
Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,,Venezuela,Single origin
Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,Trinitario,Belize,Single origin
Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,Trinitario,Grenada,Single origin
Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,,,Single origin
Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,Single origin
Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,Criollo,Madagascar,Single origin
Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,Criollo,Venezuela,Single origin
Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,Single origin
Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,Single origin
Finca,Puerto Rico,1283,2014,65.0,U.S.A.,2.25,,Puerto Rico,Single origin
Finca,Dominican Republic,1283,2014,80.0,U.S.A.,3.0,,Dominican Republic,Single origin
Finca,Dominican Republic,1283,2014,70.0,U.S.A.,3.25,,Dominican Republic,Single origin
Finca,Dominican Republic,1287,2014,85.0,U.S.A.,2.5,,Dominican Republic,Single origin
Forever Cacao,Rio Eni,1267,2014,72.0,England,2.75,Criollo,Peru,Single origin
Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,,Dominican Republic,Single origin
Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,,Dominican Republic,Single origin
Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,,Madagascar,Single origin
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,,Ecuador,Single origin
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,Trinitario,Tanzania,Single origin
Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,,Venezuela,Single origin
Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,,Venezuela,Single origin
Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,,Venezuela,Single origin
Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,,Venezuela,Single origin
Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,,Costa Rica,Single origin
Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,,Peru,Single origin
Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,Trinitario,Vietnam,Single origin
Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,Forastero,Ghana,Single origin
Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,Trinitario,Madagascar,Single origin
French Broad,"Norandino, batch 161208",1940,2017,70.0,U.S.A.,3.5,,Peru,Single origin
French Broad,Guatemala,1634,2015,73.0,U.S.A.,3.5,,Guatemala,Single origin
French Broad,San Andres,1209,2014,80.0,U.S.A.,3.0,,Costa Rica,Single origin
French Broad,Matagalpa,1295,2014,68.0,U.S.A.,3.25,,Nicaragua,Single origin
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,U.S.A.,3.5,,Peru,Single origin
French Broad,Tumbes Coop,883,2012,70.0,U.S.A.,2.5,Criollo,Peru,Single origin
French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,U.S.A.,3.5,,Peru,Single origin
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,U.S.A.,2.0,,Peru,Single origin
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Single origin
French Broad,La Red,785,2011,65.0,U.S.A.,3.5,,Dominican Republic,Single origin
Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,Single origin
Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Single origin
Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Single origin
Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,Single origin
Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,U.S.A.,3.25,,Dominican Republic,Single origin
Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,U.S.A.,3.75,,Dominican Republic,Single origin
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,U.S.A.,3.75,,Peru,Single origin
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,U.S.A.,4.0,Trinitario,Peru,Single origin
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,Single origin
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,U.S.A.,3.5,,Papua New Guinea,Single origin
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,Single origin
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,Single origin
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,Single origin
Fresco,"Ghana, #211, MR, MC",636,2011,74.0,U.S.A.,2.75,Forastero,Ghana,Single origin
Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,Single origin
Fresco,"Conacado, #212, LR, SC",642,2011,72.0,U.S.A.,3.5,,Dominican Republic,Single origin
Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,Single origin
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,Single origin
Fresco,"Conacado, #213, DR, -C",682,2011,72.0,U.S.A.,3.25,,Dominican Republic,Single origin
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,Single origin
Fresco,"Chuao, #218, MR, MC",745,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,Single origin
Fresco,"Chuao, #217, DR, MC",745,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,Single origin
Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,Single origin
Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,Single origin
Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,Single origin
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,Single origin
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,,Nicaragua,Single origin
Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,,Nicaragua,Single origin
Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,,Nicaragua,Single origin
Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,,Nicaragua,Single origin
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,,Nicaragua,Single origin
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,,Nicaragua,Single origin
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Single origin
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,Single origin
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Single origin
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,,Nicaragua,Single origin
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,Single origin
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,Single origin
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,Single origin
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,Single origin
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,U.S.A.,4.0,Amazon mix,Costa Rica,Single origin
Fruition,Gran Couva,1347,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,Single origin
Fruition,Maranon,1359,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,Single origin
Fruition,La Red,1046,2013,70.0,U.S.A.,3.75,,Dominican Republic,Single origin
Fruition,Camino Verde,1185,2013,75.0,U.S.A.,3.0,,Ecuador,Single origin
Fruition,Peru,863,2012,70.0,U.S.A.,2.5,,Peru,Single origin
Fruition,Signature Blend,753,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,Blend
Fruition,Costa Rica,781,2011,70.0,U.S.A.,3.0,,Costa Rica,Single origin
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,U.S.A.,2.5,Blend,Hawaii,Single origin
Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,Trinitario,Madagascar,Single origin
Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,Forastero,Ghana,Single origin
Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,Trinitario,Dominican Republic,Single origin
Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,Trinitario,Dominican Republic,Single origin
Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,Trinitario,Madagascar,Single origin
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,U.S.A.,3.5,,Belize,Single origin
Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,Single origin
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,,Mexico,Single origin
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,,Nicaragua,Single origin
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,,Guatemala,Single origin
Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,Single origin
Green & Black's (ICAM),Dark,15,2006,70.0,England,2.5,,,Single origin
Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,,Madagascar,Single origin
Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,Single origin
Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,Single origin
Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,Single origin
Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,Single origin
Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,Single origin
Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,,"Trinidad,Tobago",Single origin
Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,,Venezuela,Blend
Guido Castagna,Blend,355,2009,64.0,Italy,3.25,,"Venezuela,Trinidad,Ecuador",Blend
Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,,,Blend
Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,,Haiti,Single origin
Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,,Nicaragua,Single origin
Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,Single origin
Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,,Ecuador,Single origin
Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,,,Single origin
Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,,,Single origin
Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,,,Single origin
Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad,Single origin
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,,Hawaii,Single origin
Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,,,Single origin
Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,,Single origin
Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,,Peru,Single origin
Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,,,Single origin
Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,,Venezuela,Single origin
Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,,Single origin
Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,Single origin
Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,Single origin
Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,Single origin
Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,Single origin
Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,,Single origin
Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,,Single origin
Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,,Papua New Guinea,Single origin
Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,,,Single origin
Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,,Dominican Republic,Single origin
Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,,Single origin
Habitual,Downtown London,1201,2014,65.0,Canada,2.75,,,Single origin
Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,,,Single origin
Habitual,Amazonas,1201,2014,80.0,Canada,3.0,,,Single origin
Habitual,Sharkey,1201,2014,66.0,Canada,3.25,,Hawaii,Single origin
Habitual,one hundred,1205,2014,100.0,Canada,2.0,,,Single origin
Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,Single origin
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,Single origin
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,Single origin
Haigh,South America and Africa,701,2011,70.0,Australia,3.0,,"South America,Africa",Single origin
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25,,Brazil,Single origin
Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,,Brazil,Blend
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,,Brazil,Single origin
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,,Brazil,Single origin
Heilemann,Peru,1876,2016,64.0,Germany,2.75,,Peru,Single origin
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize,Single origin
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,Single origin
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,Single origin
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia,Single origin
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador,Single origin
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75,,Hawaii,Single origin
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5,,Hawaii,Single origin
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador,Single origin
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador,Single origin
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,Single origin
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia,Single origin
hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda,Single origin
hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,Single origin
hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,,Tanzania,Single origin
hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,Single origin
hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,,Venezuela,Single origin
hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,,Ecuador,Single origin
hexx,Peru,1550,2015,70.0,U.S.A.,3.25,,Peru,Single origin
Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,Single origin
Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,Single origin
Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic,Single origin
Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,Single origin
Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,Single origin
Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,Single origin
Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,Single origin
Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,Single origin
Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,Single origin
Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,,Peru,Single origin
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,,Ecuador,Single origin
Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,Single origin
Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad,Single origin
Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,,Venezuela,Single origin
Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,,Ivory Coast,Single origin
Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,,Dominican Republic,Single origin
Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,,Peru,Single origin
